I,J,K,Temperature Sensitivity Parameter,Total Factor Productivity Growth,Population Level,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,Mode
1,1,1,1,0.99,0.99,Social Cost of Carbon,0.002274327,0.002511801,0.002725959,0.002921556,0.0031009,0.003265142,0.003414989,0.003551076,0.003674147,0.003785124,0.003885108,0.003975324,0.004057015,0.004131261,0.004198706,0.004259132,0.004310814,0.00434956,0.004367329,0.004503573,0.004718139,0.004986405,0.005292841,0.005627373,0.005983256,0.006355785,0.006741492,0.007137633,0.007541866,0.007952029,0.008365994,0.008781569,0.009196415,0.00960798,0.010013442,0.010409645,0.010793031,0.011159564,0.011504642,0.011822992,0.012108557,0.012354353,0.012552334,0.012693233,0.012766432,0.012759855,0.012659952,0.012451828,0.012119622,0.011647276,0.011019868,0.010225708,0.009259366,0.00812561,0.006843793,0.005451267,0.004002162,0,0,0,BaseL3
1,1,2,1,0.99,0.995,Social Cost of Carbon,0.002821138,0.003189776,0.00353845,0.003871864,0.004191632,0.004497695,0.004789167,0.00506484,0.005323473,0.005563948,0.005785362,0.005987077,0.006168743,0.006330316,0.006472065,0.006594575,0.006698716,0.00678556,0.006856174,0.007097378,0.007451746,0.007883841,0.008371158,0.008899004,0.009457469,0.010039582,0.010640156,0.011255055,0.011880717,0.012513843,0.013151184,0.013789387,0.014424878,0.015053769,0.01567176,0.016274047,0.016855218,0.017409135,0.0179288,0.018406188,0.018832075,0.019195829,0.019485189,0.019686037,0.01978218,0.019755208,0.019584469,0.019247273,0.018719484,0.017976705,0.01699633,0.01576077,0.014262087,0.012508023,0.01052871,0.008381853,0.006150713,0,0,0,BaseL3
1,1,3,1,0.99,1,Social Cost of Carbon,0.003550461,0.004099629,0.004636989,0.005167327,0.005691375,0.006207316,0.006711777,0.007200486,0.007668694,0.008111479,0.008523995,0.008901736,0.009240874,0.00953873,0.009794467,0.010010093,0.010191898,0.010352536,0.010514176,0.010913398,0.011470046,0.012134381,0.012874663,0.013670074,0.01450651,0.015374008,0.016265123,0.017173898,0.018095196,0.019024253,0.019956378,0.020886737,0.021810182,0.02272111,0.023613329,0.024479917,0.025313065,0.026103916,0.026842347,0.027516747,0.028113751,0.028617934,0.029011488,0.029273893,0.029381615,0.02930789,0.029022691,0.028493038,0.027683888,0.026559888,0.025088404,0.023244258,0.021016513,0.018417274,0.015491467,0.012324326,0.009038266,0.005536807,0,0,BaseL3
1,1,4,1,0.99,1.005,Social Cost of Carbon,0.004519993,0.005315003,0.006112964,0.006918985,0.007732672,0.00854967,0.009362804,0.010162892,0.010939361,0.011680752,0.012375259,0.013011397,0.013578943,0.014070314,0.014482596,0.014820489,0.015100578,0.015357688,0.015655254,0.016270653,0.017095415,0.018062057,0.019127464,0.020263361,0.021450619,0.022675751,0.023928716,0.025201505,0.026487231,0.027779518,0.029072092,0.030358476,0.031631758,0.032884392,0.034108006,0.035293202,0.036429343,0.037504303,0.038504184,0.039412983,0.040212216,0.040880493,0.041393056,0.041721313,0.041832404,0.041688896,0.04124874,0.040465703,0.039290602,0.037673767,0.035569303,0.032941744,0.029775617,0.026087831,0.021941438,0.017456167,0.012803949,0.007845974,0.003087867,0,BaseL3
1,1,5,1,0.99,1.01,Social Cost of Carbon,0.005813544,0.00694304,0.008099706,0.009289478,0.01051062,0.011755227,0.013010477,0.014259634,0.015482897,0.016658243,0.017762445,0.018772471,0.019667515,0.020432013,0.021060027,0.021561611,0.021972026,0.022365767,0.022880776,0.023814329,0.025025001,0.026425333,0.027960039,0.029593464,0.031302061,0.033069763,0.03488506,0.036739126,0.038624599,0.040534761,0.042462962,0.044402191,0.046344727,0.048281822,0.050203381,0.052097619,0.053950675,0.055746162,0.057464631,0.059082945,0.060573548,0.061903612,0.063034082,0.06391864,0.06450264,0.064722143,0.064503237,0.063761975,0.062405407,0.060334385,0.057449012,0.053657614,0.048889587,0.043140435,0.03651418,0,0,0,0,0,BaseL3
1,2,1,1,0.995,0.99,Social Cost of Carbon,0.002126624,0.002364959,0.002608616,0.00285701,0.003108866,0.003362886,0.003618082,0.003873946,0.004130524,0.004388415,0.004648735,0.004912995,0.005182889,0.0054599,0.005744627,0.006035643,0.006327625,0.006608417,0.006854717,0.007213908,0.007651316,0.008144945,0.008680455,0.009248205,0.009841436,0.010455149,0.011085379,0.011728734,0.012382091,0.013042385,0.01370647,0.014371009,0.015032382,0.015686606,0.01632925,0.016955348,0.017559289,0.018134708,0.018674336,0.019169841,0.019611641,0.019988687,0.020288237,0.020495614,0.020593995,0.020564247,0.020384905,0.020032389,0.019481614,0.01870723,0.017685758,0.016398945,0.014838588,0.013012793,0.010952948,0.00871911,0,0,0,0,BaseL3
1,2,2,1,0.995,0.995,Social Cost of Carbon,0.002610595,0.002973011,0.003353018,0.003750286,0.004163164,0.004589443,0.005026793,0.00547302,0.005926201,0.006384745,0.006847407,0.007313244,0.007781517,0.008251491,0.008722103,0.009191385,0.009655534,0.010107406,0.010534171,0.011111252,0.011792544,0.012548559,0.013359923,0.01421349,0.015099962,0.016012382,0.016945178,0.017893541,0.018853014,0.019819212,0.020787625,0.021753468,0.022711547,0.023656152,0.024580923,0.025478723,0.02634149,0.027160057,0.027923943,0.028621117,0.029237726,0.029757783,0.030162828,0.030431579,0.030539625,0.030459201,0.03015917,0.029605344,0.028761393,0.027590669,0.026059353,0.024141368,0.021825446,0.019124261,0.016084578,0.012795018,0.009382803,0.005747945,0,0,BaseL3
1,2,3,1,0.995,1,Social Cost of Carbon,0.003244912,0.003775156,0.004342689,0.004947887,0.005588873,0.006262318,0.006963951,0.007688869,0.00843173,0.009186877,0.009948439,0.010710449,0.011467032,0.012212727,0.012943031,0.013655286,0.014350098,0.015033526,0.015720474,0.016596382,0.017602874,0.018702463,0.019870445,0.02109003,0.022349315,0.023639382,0.024953068,0.026284171,0.027626922,0.028975618,0.030324362,0.031666859,0.032996238,0.034304887,0.035584278,0.036824778,0.038015426,0.039143686,0.04019514,0.041153148,0.041998446,0.042708692,0.043257984,0.043616349,0.043749284,0.043617412,0.043176421,0.042377488,0.041168541,0.03949681,0.037313259,0.034579559,0.031278117,0.027425134,0.02308517,0.018382403,0.013496167,0.008278128,0,0,BaseL3
1,2,4,1,0.995,1.005,Social Cost of Carbon,0.004080559,0.004837672,0.005662205,0.006556016,0.007517343,0.008541551,0.009621628,0.010748508,0.011911288,0.013097433,0.014293025,0.015483209,0.01665299,0.017788632,0.018880008,0.019924425,0.020932679,0.021938622,0.023014848,0.02432286,0.025794044,0.027384779,0.029066814,0.030821432,0.032635813,0.034500729,0.036409057,0.038354801,0.04033243,0.042336413,0.044360863,0.046399245,0.048444101,0.050486775,0.052517115,0.054523127,0.056490569,0.058402472,0.060238567,0.0619746,0.063581529,0.065024589,0.066262228,0.067244945,0.067914075,0.068200647,0.068024501,0.067293967,0.065906585,0.063751445,0.060713849,0.056682435,0,0,0,0,0,0,0,0,BaseL3
1,2,5,1,0.995,1.01,Social Cost of Carbon,0.005191118,0.006255811,0.007432681,0.008726291,0.010135603,0.011654514,0.013272217,0.014973452,0.016738729,0.018544623,0.020364333,0.022168745,0.023928388,0.025616839,0.027216369,0.028726999,0.030180764,0.031664554,0.033359451,0.035343971,0.03754614,0.039922001,0.042444879,0.045098831,0.047874546,0.050766704,0.053772233,0.056889089,0.060115351,0.063448469,0.066884561,0.070417679,0.074038986,0.07773576,0.08149018,0.085277794,0.089065554,0.092809234,0.096449887,0.099908685,0.103078227,0.105847038,0.108144333,0.10989064,0.11099528,0.111354637,0.110851425,0.109355466,0.106726782,0.102822227,0.097507253,0.090674622,0.082271581,0.072335511,0,0,0,0,0,0,BaseL3
1,3,1,1,1,0.99,Social Cost of Carbon,0.001990502,0.002227761,0.002496303,0.002792384,0.003113099,0.003456438,0.003821351,0.004207805,0.00461685,0.005050666,0.005512565,0.006006905,0.006538815,0.00711354,0.007735126,0.008403913,0.009112027,0.009835736,0.0105237,0.011277787,0.012083338,0.012930339,0.013811644,0.014721841,0.015656527,0.016611836,0.017584133,0.018569802,0.019565099,0.020566046,0.021568335,0.022567246,0.023557564,0.024533481,0.025488492,0.026415264,0.027305497,0.028149742,0.02893719,0.029655423,0.030290137,0.030824817,0.03124039,0.031514875,0.031623057,0.031536245,0.031222261,0.030645781,0.029769276,0.028554895,0.026967715,0.024980832,0.022582667,0.019786401,0.016640458,0.013236491,0.009705948,0,0,0,BaseL3
1,3,2,1,1,0.995,Social Cost of Carbon,0.002417617,0.002771177,0.00317542,0.003627739,0.004125807,0.0046677,0.005252017,0.005877996,0.006545608,0.007255631,0.008009672,0.008810109,0.009659872,0.010561939,0.011518328,0.012528213,0.013584614,0.014668805,0.015741497,0.016878026,0.018066566,0.019298687,0.020568025,0.021869424,0.023198378,0.02455066,0.02592358,0.027310211,0.028707118,0.030109307,0.031511284,0.032906955,0.034289509,0.035651286,0.03698362,0.03827666,0.039519147,0.040698154,0.041798775,0.042803766,0.043693119,0.044443588,0.045028174,0.045415586,0.045569748,0.045449418,0.045008111,0.044194514,0.042953775,0.041230139,0.038971553,0.036136936,0.03270668,0.028696375,0.024172189,0.019262932,0.014155818,0.008694997,0,0,BaseL3
1,3,3,1,1,1,Social Cost of Carbon,0.002971936,0.003481443,0.004070559,0.004738817,0.005485251,0.006308483,0.007206835,0.008178421,0.009221226,0.010333164,0.011512099,0.01275586,0.014062233,0.015428954,0.016853702,0.018334128,0.019867927,0.021453026,0.023087944,0.024772463,0.026506037,0.028287815,0.030116647,0.031991075,0.033909312,0.035869203,0.037868175,0.039903177,0.041970588,0.044066125,0.046184707,0.048320306,0.050465756,0.052612519,0.054750404,0.056867215,0.058948335,0.060976208,0.062929721,0.064783462,0.066506835,0.068063032,0.069407847,0.070488373,0.071241602,0.071593059,0.071455634,0.070728863,0.069299054,0.067040629,0,0,0,0,0,0,0,0,0,0,BaseL3
1,3,4,1,1,1.005,Social Cost of Carbon,0.003698331,0.00441764,0.005258767,0.006224924,0.007317744,0.008537185,0.009881499,0.011347206,0.012929071,0.014620095,0.016411553,0.018293194,0.020253764,0.022282144,0.024369579,0.026513725,0.028725719,0.031042188,0.033545742,0.036079702,0.038670672,0.041336968,0.044091524,0.046943749,0.049900661,0.05296754,0.056148248,0.059445306,0.062859781,0.066391003,0.070036128,0.073789507,0.077641853,0.081579162,0.085581299,0.089620179,0.093657362,0.097640787,0.101500106,0.105139492,0.108425816,0.111293126,0.113668519,0.115469172,0.116600044,0.116952269,0.116402533,0.114813957,0.112039395,0.107928419,0.102339671,0.0951605,0,0,0,0,0,0,0,0,BaseL3
1,3,5,1,1,1.01,Social Cost of Carbon,0.004662321,0.005665991,0.006852556,0.008231332,0.009808607,0.011587154,0.013565874,0.015739518,0.018098473,0.020628663,0.023311686,0.026125469,0.029045886,0.032050164,0.0351233,0.038269526,0.041532087,0.045027182,0.049004393,0.053011981,0.057130393,0.061416464,0.065911582,0.070646687,0.075645053,0.080923501,0.086492419,0.092354793,0.098504283,0.104922242,0.111573355,0.118399117,0.125307381,0.132145144,0.138848004,0.145364086,0.151640618,0.157620805,0.163241199,0.168429338,0.173101457,0.17716017,0.180492108,0.182965546,0.184428234,0.184705767,0.183601136,0.180896431,0.176358183,0.169748393,0.160843921,0.149467226,0.135530929,0.119096237,0,0,0,0,0,0,BaseL3
1,4,1,1,1.005,0.99,Social Cost of Carbon,0.001865267,0.002099912,0.002389224,0.002728073,0.003113616,0.00354476,0.004022027,0.004547633,0.005125683,0.00576242,0.006466485,0.007249082,0.008123848,0.009106079,0.010210637,0.011447303,0.012811471,0.014266979,0.015718026,0.017113114,0.018482643,0.019845998,0.021214933,0.022596003,0.023992234,0.02540422,0.026830838,0.028269695,0.029717392,0.031169669,0.032621463,0.034066904,0.035499261,0.036910848,0.038292889,0.03963534,0.040926676,0.042153619,0.043300819,0.044350478,0.045281904,0.04607102,0.046689813,0.047105772,0.047281355,0.047173585,0.046733941,0.045908771,0.044640595,0.042870814,0.040544457,0.037617721,0.034068865,0.029912518,0.025215739,0.020110655,0,0,0,0,BaseL3
1,4,2,1,1.005,0.995,Social Cost of Carbon,0.002244027,0.002587717,0.003011295,0.003512084,0.004089318,0.004743621,0.005476909,0.00629251,0.007195392,0.008192451,0.009292791,0.010507906,0.011851587,0.013339232,0.014985993,0.016802712,0.018787923,0.020913222,0.023098854,0.025158706,0.027154372,0.029126232,0.03110006,0.033091831,0.035111,0.037162652,0.039248891,0.041369688,0.043523395,0.045707012,0.047916299,0.05014576,0.052388538,0.054636228,0.05687861,0.059103297,0.061295295,0.063436453,0.065504798,0.067473721,0.069311015,0.070977739,0.072426899,0.073601974,0.074435307,0.074846457,0.074740619,0.074007318,0.072519513,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,4,3,1,1.005,1,Social Cost of Carbon,0.002732466,0.003221508,0.003826787,0.004549739,0.005393248,0.006361032,0.007457473,0.008687699,0.010057779,0.011574989,0.013248086,0.015087529,0.017105566,0.019316044,0.021733664,0.024372257,0.027241332,0.030339713,0.033644632,0.036729391,0.039711068,0.042668332,0.045653636,0.048702059,0.051837276,0.055075399,0.058427363,0.061900315,0.065498301,0.069222473,0.073070894,0.077038017,0.081113826,0.085282633,0.089521434,0.093797726,0.098066527,0.102266177,0.106312026,0.11008431,0.113487954,0.116455513,0.118911503,0.12076962,0.121930535,0.122280345,0.121689992,0.120016243,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,4,4,1,1.005,1.005,Social Cost of Carbon,0.003370141,0.004054198,0.004906456,0.005934997,0.007148839,0.008557049,0.010168384,0.011991225,0.01403369,0.016303843,0.018810002,0.021561156,0.024567615,0.027842107,0.031401742,0.035271574,0.039491019,0.044125301,0.049285738,0.054125182,0.058854069,0.06361632,0.068510371,0.073604106,0.078944471,0.084563104,0.090479089,0.096699537,0.103218377,0.11001341,0.117041254,0.124229071,0.131458816,0.138598526,0.145594279,0.152393968,0.158943608,0.1651844,0.171050212,0.176465253,0.181341766,0.185577669,0.189054113,0.191633025,0.193154843,0.193436824,0.192272576,0.189433843,0.184676097,0.17775009,0,0,0,0,0,0,0,0,0,0,BaseL3
1,4,5,1,1.005,1.01,Social Cost of Carbon,0.004212946,0.005160512,0.00635023,0.007800698,0.009530841,0.011558778,0.013900976,0.016572005,0.019584563,0.022949726,0.026677484,0.030777735,0.035262214,0.04014825,0.045465987,0.051271913,0.057673776,0.064876153,0.073265304,0.081249353,0.089183338,0.097308925,0.105786909,0.114718636,0.124157261,0.134112806,0.144533685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,5,1,1,1.01,0.99,Social Cost of Carbon,0.001751654,0.001983028,0.002290238,0.002668262,0.003115829,0.0036343,0.004227437,0.004901627,0.005666405,0.006535189,0.007526159,0.008663129,0.009976129,0.011501052,0.01327708,0.015339323,0.017701898,0.020323478,0.0230465,0.025477228,0.02773242,0.029891702,0.032007356,0.034112813,0.036228879,0.038367983,0.040536976,0.042738908,0.044974133,0.047240964,0.049536015,0.051854337,0.054189394,0.056532926,0.058874694,0.061202129,0.063499868,0.065749173,0.06792721,0.070006172,0.071952226,0.073724265,0.075272452,0.076536553,0.077444089,0.077908335,0.077826235,0.077076252,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,5,2,1,1.01,0.995,Social Cost of Carbon,0.002090088,0.002424048,0.002863897,0.003408683,0.004061136,0.004826541,0.00571254,0.006729443,0.007890886,0.009214723,0.010724082,0.012448429,0.014424354,0.016695456,0.019310103,0.022314682,0.025737937,0.029558944,0.033649049,0.037279978,0.040649578,0.043894297,0.047105652,0.050344498,0.053651354,0.057053323,0.060568522,0.064208791,0.067981202,0.071888753,0.075930437,0.080100821,0.084389174,0.088778131,0.093241815,0.097743261,0.102230817,0.106632891,0.110849655,0.114746727,0.118260889,0.121323118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,5,3,1,1.01,1,Social Cost of Carbon,0.002524197,0.002994263,0.003612701,0.004385047,0.005320596,0.00643114,0.007730734,0.009236074,0.010967294,0.012949065,0.015211934,0.017793764,0.020741059,0.02410975,0.02796457,0.032375375,0.037407312,0.043099401,0.049423171,0.055090263,0.060427257,0.065661595,0.070948214,0.076392172,0.082064431,0.088011747,0.094262122,0.100826952,0.107700525,0.114857081,0.122244957,0.12977625,0.137301672,0.144728221,0.152002687,0.159072533,0.165882485,0.172371757,0.178471611,0.184103059,0.189174535,0.193579483,0.19719384,0.199873495,0.201451939,0.201738503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,5,4,1,1.01,1.005,Social Cost of Carbon,0.003088004,0.003739883,0.004599942,0.00568381,0.00701124,0.008604587,0.010488487,0.012690331,0.015241328,0.018178057,0.021544416,0.025393926,0.029792387,0.034820838,0.040578842,0.047188006,0.054795594,0.06357785,0.073742318,0.083037354,0.091980534,0.100930807,0.110127232,0.119720297,0.129790784,0.140356636,0.151367399,0.162677253,0.174107728,0.185599231,0.197097759,0.208550902,0.219904783,0.231101593,0.24207747,0.25276051,0.263068767,0.272908118,0.282169891,0.29072816,0.298436719,0.305125642,0.31059757,0.314623843,0.316940918,0.317247622,0.315204427,0,0,0,0,0,0,0,0,0,0,0,0,0,BaseL3
1,5,5,1,1.01,1.01,Social Cost of Carbon,0.003829172,0.00472563,0.005914306,0.007426228,0.009297475,0.011567266,0.01427757,0.017473886,0.021206972,0.025535415,0.030528976,0.036272777,0.042872677,0.050462591,0.059215303,0.069359735,0.081210385,0.09522013,0.112079285,0.12783038,0.143241774,0.158818285,0.174839334,0.191371496,0.208192258,0.225229053,0.24245574,0.259838188,0.277334767,0.294896376,0.312466092,0.329978481,0.347358591,0.364520661,0.381366486,0.397783448,0.413642126,0.428793436,0.443065233,0.456258302,0.468141714,0.478447552,0.486865127,0.493034979,0.496543249,0.496917436,0.493625249,0.48607923,0.473651075,0.455701207,0.431630701,0.400963568,0,0,0,0,0,0,0,0,BaseL3
2,1,1,1.4,0.99,0.99,Social Cost of Carbon,0.003759812,0.004215749,0.004621952,0.004989089,0.005323747,0.005630004,0.005910539,0.006167351,0.006402187,0.006616772,0.006812875,0.006992272,0.00715658,0.007306975,0.007443746,0.00756563,0.007668852,0.007745733,0.007782786,0.008031465,0.008419792,0.008903607,0.009455022,0.010055926,0.010694179,0.011361303,0.012051024,0.012758359,0.013479008,0.014208957,0.01494421,0.01568059,0.016413594,0.017138264,0.017849074,0.018539809,0.019203445,0.019832008,0.020416424,0.020946344,0.021409969,0.021793852,0.022082717,0.022259302,0.022304272,0.022196246,0.021912037,0.021427218,0.020717173,0.019758839,0.018533384,0.017030016,0.015251049,0.01321795,0.010977438,0.00860526,0.00620228,0.003721976,0,0,BaseL3
2,1,2,1.4,0.99,0.995,Social Cost of Carbon,0.004759563,0.005448466,0.006092564,0.006702233,0.007282911,0.007836738,0.008363832,0.008863187,0.009333275,0.00977243,0.01017909,0.010551948,0.010890039,0.011192789,0.011460055,0.011692157,0.011889938,0.012054854,0.01218918,0.012627721,0.013267784,0.01404594,0.014921869,0.01586921,0.016870159,0.017912166,0.01898586,0.020083715,0.021199186,0.022326134,0.023458429,0.024589665,0.02571294,0.026820666,0.027904397,0.028954645,0.029960697,0.030910393,0.031789898,0.032583446,0.033273051,0.033838216,0.034255659,0.034499077,0.034539015,0.034342915,0.033875493,0.033099623,0.031977966,0.030475664,0.028564442,0.026228464,0.023472085,0.020329107,0.016872088,0.013218064,0.009522553,0.005714726,0,0,BaseL3
2,1,3,1.4,0.99,1,Social Cost of Carbon,0.006114083,0.00712785,0.008109152,0.009068174,0.010008737,0.010929986,0.011827852,0.01269617,0.01352752,0.01431388,0.015047182,0.01571987,0.016325549,0.01685983,0.0173215,0.017714187,0.01804877,0.018347038,0.018647663,0.019371485,0.020375502,0.021570898,0.02290092,0.024328281,0.025827674,0.027381158,0.02897526,0.030599108,0.032243215,0.033898664,0.035556553,0.037207584,0.03884175,0.040448058,0.042014277,0.04352667,0.044969718,0.046325809,0.047574884,0.048694075,0.04965727,0.050434708,0.050992574,0.051292647,0.05129212,0.050943706,0.050196206,0.048995811,0.047288499,0.045024007,0.042161885,0.038680086,0.034586294,0.029931411,0.024823055,0.019433749,0.013991853,0.008392465,0.003224965,0,BaseL3
2,1,4,1.4,0.99,1.005,Social Cost of Carbon,0.041181501,0.05093528,0.061515576,0.073116295,0.085913616,0.100068337,0.115729912,0.133040529,0.152139001,0.173164866,0.19626354,0.221593973,0.249341327,0.279739183,0.31310977,0.349938696,0.391017936,0.437731324,0.492663573,0.56678337,0.66059804,0.775659764,0.914397636,1.080070824,1.276796075,1.509628307,1.784685393,2.109314152,2.492297123,2.94410016,3.47715949,4.106203245,4.848595642,5.72468048,6.758081947,7.975891352,9.408623008,11.0897531,13.0545505,15.33775111,17.96939262,20.96777857,24.32802749,28.00390977,31.87957916,35.72622659,39.13645292,41.42611175,41.48950169,37.58961629,36.73501541,36.85864744,36.87889873,36.78575323,36.55560147,37.71924062,38.30179282,34.44613355,22.45305386,0,BaseL3
2,1,5,1.4,0.99,1.01,Social Cost of Carbon,0.308726122,0.385936565,0.471142863,0.566185227,0.672859885,0.792941359,0.928222828,1.080562251,1.251933259,1.44448562,1.660625274,1.903132016,2.175347626,2.481496096,2.827255545,3.220823344,3.674990639,4.211423051,4.870265085,5.745004848,6.857276246,8.240021312,9.93668171,12.00096557,14.49661475,17.49661421,21.08112684,25.33310527,30.32998239,36.12898271,42.7422781,50.0962015,57.96568901,65.87057962,72.91388688,77.53371569,77.13250813,67.54942397,67.07938691,67.2333031,67.23778046,67.10818451,66.85848114,66.50137236,66.04839791,65.51000935,64.89562975,64.21358706,63.47121146,62.67454607,61.82812402,60.93438839,59.9926413,58.99706754,57.9328488,59.35278584,60.26534674,54.15926517,35.23078569,0,BaseL3
2,2,1,1.4,0.995,0.99,Social Cost of Carbon,0.003488353,0.003940954,0.00439322,0.004847272,0.005303779,0.005762811,0.006224394,0.006688873,0.007157103,0.007630529,0.008111143,0.008601293,0.009103297,0.009618757,0.010147401,0.010685194,0.011221326,0.011733531,0.01218129,0.012830261,0.01361834,0.014506085,0.015467752,0.016486014,0.017548713,0.018646834,0.019773194,0.020921595,0.022086265,0.02326147,0.024441246,0.025619188,0.026788278,0.027940727,0.029067815,0.030159717,0.031205318,0.032191995,0.033105379,0.033929084,0.034644421,0.035230094,0.035661908,0.035912527,0.035951337,0.035744507,0.035255378,0.034445384,0.033275739,0.031710239,0.02971954,0.027287255,0.024417997,0.021147014,0.017549888,0.013748364,0.009904124,0,0,0,BaseL3
2,2,2,1.4,0.995,0.995,Social Cost of Carbon,0.004370497,0.005042803,0.005735765,0.006451572,0.007190139,0.007950028,0.008729094,0.009524933,0.010335171,0.011157627,0.011990378,0.012831707,0.013679942,0.014533116,0.0153884,0.016241169,0.01708354,0.017902106,0.018674506,0.019714737,0.020940406,0.022298751,0.02375505,0.025285712,0.026874007,0.028507372,0.03017567,0.031870066,0.033582264,0.035303993,0.037026637,0.038740941,0.04043677,0.04210288,0.043726684,0.045294002,0.046788784,0.048192792,0.049485253,0.050642462,0.051637359,0.052439096,0.05301261,0.053318279,0.053311729,0.052943939,0.052161831,0.05090963,0.049131359,0.046774963,0.04379857,0.040179412,0.035925572,0.031089986,0.025784419,0.020187908,0.014537272,0.008722644,0,0,BaseL3
2,2,3,1.4,0.995,1,Social Cost of Carbon,0.026988799,0.033777021,0.041693879,0.050953005,0.06178594,0.074446073,0.089212745,0.106395395,0.126337888,0.149423206,0.176078886,0.206783781,0.242077249,0.282572772,0.328979989,0.382143075,0.443111729,0.513278853,0.594659221,0.69704313,0.822392374,0.973577377,1.154356715,1.369427628,1.624529593,1.926593949,2.283937744,2.70650205,3.206134979,3.796917603,4.495526306,5.321616677,6.298199841,7.451959437,8.813421552,10.41683465,12.29953214,14.5004221,17.05705702,20.00044931,23.34637263,27.08125973,31.13988355,35.37066252,39.48250183,42.96438835,44.96540613,44.11871091,39.26551284,39.48031002,39.59578856,39.61433707,39.53395573,39.34525812,39.02563306,40.22214794,40.8432704,36.72960491,23.93753134,0,BaseL3
2,2,4,1.4,0.995,1.005,Social Cost of Carbon,0.182952283,0.232516975,0.291349108,0.361341707,0.444617593,0.54357431,0.660937019,0.799819807,0.963797807,1.156994277,1.384189496,1.65096329,1.963892904,2.330848198,2.761468344,3.267994159,3.8668282,4.581654195,5.450104905,6.545011614,7.901241188,9.56355948,11.58680268,14.0360067,16.98602879,20.52002771,24.72584995,29.68885126,35.47887519,42.12786996,49.59272887,57.69505173,66.02517429,73.79145374,79.58722518,81.03870755,74.29533817,69.83529866,70.00874577,70.02349138,69.89615667,69.64179169,69.27405135,68.80532833,68.24685592,67.60878482,66.90023221,66.12929394,65.30300146,64.42719015,63.5062191,62.54243306,61.53515953,60.4788195,59.3592103,60.80561502,61.73944809,55.47841169,36.07873506,0,BaseL3
2,2,5,1.4,0.995,1.01,Social Cost of Carbon,0.665014733,0.849911828,1.071355628,1.337310094,1.65691911,2.040756374,2.50112217,3.052390855,3.711420084,4.498040308,5.435656007,6.552016773,7.880273341,9.460556174,11.34257984,13.59036255,16.29149376,19.57667198,23.66418239,28.74755912,34.96126642,42.44307944,51.30969102,61.6155542,73.28393824,85.99291712,98.98888587,110.7846954,118.6791895,118.0213287,101.1834146,98.78300323,98.50024971,98.02854037,97.39172469,96.61086635,95.70465533,94.68972234,93.58089034,92.39138287,91.13300117,89.81627667,88.4506034,87.04435235,85.60496865,84.13905098,82.65241013,81.15010063,79.63641402,78.11481283,76.58776769,75.05642913,73.52000273,71.97456085,70.41069147,72.07230019,73.16213947,65.6624072,42.55572784,0,BaseL3
2,3,1,1.4,1,0.99,Social Cost of Carbon,0.003241049,0.003687425,0.004177704,0.004709244,0.005280225,0.005889821,0.006538384,0.007227616,0.007960717,0.008742485,0.009579301,0.010478922,0.011449915,0.012500437,0.013635906,0.014854726,0.016140775,0.017450746,0.018694595,0.020058128,0.021514965,0.023047188,0.02464213,0.026290326,0.027984181,0.029717107,0.031482953,0.033275619,0.035088791,0.036915744,0.038749187,0.040581123,0.042402713,0.044204136,0.04597443,0.047701311,0.049370962,0.050967792,0.052474163,0.05387007,0.055132798,0.056236551,0.057152073,0.057846303,0.058282095,0.05841812,0.058209026,0.057606069,0.056558399,0.055015286,0.052929509,0.05026204,0.046987603,0.043099767,0.038611578,0.03354247,0.027867842,0.020547059,0.010981762,0,BaseL3
2,3,2,1.4,1,0.995,Social Cost of Carbon,0.017345454,0.021902666,0.027569894,0.034579134,0.043209525,0.05379554,0.066736476,0.082507414,0.101671825,0.124896013,0.152965463,0.186802958,0.22748758,0.276272157,0.334592986,0.40405743,0.486377047,0.583176754,0.695539366,0.830290748,0.991087425,1.182363198,1.409447083,1.678715257,1.997779538,2.375715719,2.823335046,3.353500867,3.981489564,4.725389334,5.606520792,6.649847456,7.884318776,9.343048423,11.06316879,13.08510828,15.45089485,18.20087397,21.36790731,24.96763872,28.98270515,33.33772539,37.86037838,42.22170154,45.84571834,47.77459895,46.47131215,41.69047648,41.90638985,42.02153766,42.04119742,41.96792286,41.79998358,41.52846426,41.13161563,42.3569664,43.0109087,38.67674547,25.20255851,0,BaseL3
